utime,device_time,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z
1350051494770015,1056407664,0.23700471501797438,0.13575865887105465,0.03253768081776798,0.19638316333293915,-0.20745250582695007,0.1917475461959839,-1.130544450604939,4.154290228178724,-8.949629266038537
1350051494780025,1056417664,0.2511174650862813,0.12670450378209352,0.04971948801539838,0.19638031721115112,-0.20672455430030823,0.19409391283988953,-1.0844620919623411,4.14407707812963,-8.912785207363777
1350051494789982,1056427664,0.2599447965621948,0.09566866210661829,0.03426777257118374,0.19621063768863678,-0.20626582205295563,0.19614779949188232,-1.0724643235187976,4.1101985547295765,-8.912085607727057
1350051494799992,1056437664,0.2626174595206976,0.07908765110187232,0.029206174076534808,0.1957695633172989,-0.20558740198612213,0.1970302313566208,-1.0846772919158683,4.199044511988759,-8.88798869282473
1350051494810002,1056447664,0.28904364444315434,0.0810375320725143,0.01418901956640184,0.1955805867910385,-0.2051481157541275,0.19618582725524902,-1.1135342927929013,4.214344372451305,-8.861243163109757
1350051494820012,1056457664,0.289276079274714,0.0896713463589549,0.010792208195198327,0.1952740103006363,-0.20505362749099731,0.1956794410943985,-1.1350369351520202,4.033916621494573,-8.872284233616664
1350051494830022,1056467664,0.28981908690184355,0.09536301367916167,0.04632178170140833,0.1949889361858368,-0.20428884029388428,0.19457486271858215,-1.0851285839139018,3.967137278886512,-8.875365759953857
1350051494840032,1056477664,0.2806287491694093,0.08969756891019642,0.06833455990999937,0.1947166472673416,-0.2036401331424713,0.19490399956703186,-1.0406657618976896,3.8850877585681154,-8.91541007597465
1350051494850034,1056487664,0.2667056629434228,0.09335983777418733,0.09090182138606906,0.19475194811820984,-0.20299893617630005,0.19621862471103668,-0.9972833920619449,3.8678982484340665,-8.873901715283282
1350051494860037,1056497664,0.24488738272339106,0.0725330610293895,0.09125222568400204,0.19426321983337402,-0.20245829224586487,0.19589075446128845,-1.0161397028970531,3.9084686341555788,-8.849011129252611
1350051494870007,1056507664,0.21986961364746094,0.05991866928525269,0.09967564838007092,0.19368389248847961,-0.20249317586421967,0.19898147881031036,-1.074808119299123,3.922067444587592,-8.827845043637788
1350051494880017,1056517664,0.226924242451787,0.053067831322550774,0.08744847145862877,0.1934674084186554,-0.20247231423854828,0.19880875945091248,-1.1398627798393135,3.9397195489984003,-8.848077720860019
1350051494889990,1056527664,0.21512499079108238,0.07983152172528207,0.08675518911331892,0.19375690817832947,-0.2020251303911209,0.19887050986289978,-1.1552892486564814,3.9131475492194294,-8.88887278218288
13500514949e5,1056537664,0.21636132150888443,0.08940615807659924,0.07779686129651964,0.19383543729782104,-0.20163750648498535,0.19926071166992188,-1.0777325553784611,3.930462183570489,-8.869685851153918
1350051494909995,1056547664,0.20439063664525747,0.09243374806828797,0.06544314092025161,0.19344675540924072,-0.20128940045833588,0.20027399063110352,-0.9574038723981356,3.897067260702606,-8.90099613150116
1350051494920005,1056557664,0.20101512782275677,0.07111887680366635,0.06908749346621335,0.19270752370357513,-0.2008519470691681,0.20060893893241882,-0.8298847139414283,3.9278085455228573,-8.9729060236644
1350051494930015,1056567664,0.1992623321712017,0.02081672864733264,0.08062899578362703,0.19223295152187347,-0.20059794187545776,0.2012680023908615,-0.7837191294282092,3.919197807435412,-9.064722539433278
1350051494940021,1056577664,0.20992555655539036,0.002240927642560564,0.07085581892170012,0.19248583912849426,-0.20014847815036774,0.20226594805717468,-0.7790475208879797,3.877867999915033,-9.11403335403651
1350051494950031,1056587664,0.2093664836138487,-0.04667999455705285,0.07408925448544323,0.19259190559387207,-0.1994713693857193,0.20150020718574524,-0.8182991932603181,3.8277132818335664,-9.09706577955745
1350051494960018,1056597664,0.2250485122203827,-0.053934933384880424,0.06008071359246969,0.19237156212329865,-0.19954034686088562,0.20042213797569275,-0.9008932208351325,3.83993800916709,-9.034437912339344
1350051494969988,1056607664,0.24784875568002462,-0.045496461098082364,0.07602152181789279,0.19253221154212952,-0.19902679324150085,0.19955234229564667,-1.0381917045009321,3.7943437034694942,-8.995036570397206
1350051494979998,1056617664,0.26740485336631536,-0.021379227109719068,0.10123145766556263,0.19279523193836212,-0.19886797666549683,0.20094051957130432,-1.103522871294408,3.6982320934557356,-8.962532586753367
1350051494990008,1056627664,0.29449642170220613,0.0015875573808443733,0.11289027752354741,0.19266198575496674,-0.19859936833381653,0.20131120085716248,-1.125937002475257,3.6338084197288842,-8.919241434298455
1350051495000018,1056637664,0.2786895027384162,0.01766104978742078,0.12366820592433214,0.19220788776874542,-0.1978052854537964,0.2007172852754593,-1.0630058003624434,3.497485356966499,-8.919952907036057
1350051495010027,1056647664,0.266746967099607,0.023305062495637685,0.11369868880137801,0.19243790209293365,-0.19720694422721863,0.19893856346607208,-1.0115411595930344,3.5225241284293585,-8.927833906076849
1350051495020012,1056657664,0.25214822962880135,0.019228615565225482,0.1057484420016408,0.19214972853660583,-0.1971369832754135,0.20102663338184357,-1.0132495161471888,3.5102850163774564,-8.957020727996714
1350051495030018,1056667664,0.26603364385664463,0.030495156534016132,0.08611458470113575,0.19196473062038422,-0.19656483829021454,0.20126314461231232,-0.9749111592274857,3.4881142837647348,-8.996102409530431
1350051495040028,1056677664,0.266524963080883,0.030065688770264387,0.09321721154265106,0.19174927473068237,-0.1963280588388443,0.20205369591712952,-0.8997013441694435,3.5282161386590447,-8.983756211241706
1350051495050009,1056687664,0.2581838984042406,0.025428758817724884,0.10696683311834931,0.19149209558963776,-0.1960941106081009,0.20301319658756256,-0.8890381579310632,3.50782477287692,-9.029869508445262
1350051495060002,1056697664,0.24782083928585052,0.024673377629369497,0.136555393692106,0.19122740626335144,-0.19595374166965485,0.20251351594924927,-0.9220586785455815,3.4730749465350526,-9.028699551350437
1350051495069975,1056707664,0.22870635148137808,0.0057882054534275085,0.1519730663858354,0.1914231926202774,-0.19522173702716827,0.20252305269241333,-0.9306956744522904,3.489752086700173,-9.045047897952609
1350051495079985,1056717664,0.22612037137150764,0.004831031765206717,0.1737673650495708,0.19124829769134521,-0.19498325884342194,0.2029741406440735,-0.937406545151607,3.470456242803484,-9.069912911150604
1350051495089995,1056727664,0.20903649274259806,0.008287738455692306,0.1750827068462968,0.19064249098300934,-0.19487302005290985,0.2027183324098587,-0.9953899749642005,3.459895576224662,-9.051295888964086
1350051495100005,1056737664,0.20843662787228823,-0.006258919165702537,0.1606498844921589,0.19043505191802979,-0.19488607347011566,0.20373371243476868,-1.0508568782114889,3.4477247345028443,-9.027281172452494
1350051495110015,1056747664,0.16233876813203096,-0.017471994215156883,0.16046104719862342,0.19064779579639435,-0.1949106603860855,0.2033524215221405,-1.1069338761811376,3.4581531986698972,-8.990033428347669
1350051495120025,1056757664,0.12157249730080366,-0.010109223512699828,0.1451167045161128,0.19047126173973083,-0.19480282068252563,0.20306362211704254,-1.160847914830083,3.4828535867575554,-8.982368885069153
1350051495130030,1056767664,0.10540791554376483,-0.0011030745554307941,0.1289001782424748,0.19050541520118713,-0.19446374475955963,0.20306360721588135,-1.1664831853372744,3.503950260397978,-8.984128843946381
1350051495139985,1056777664,0.08315384620800614,-0.0010691378520277794,0.0986221362836659,0.19059062004089355,-0.19471415877342224,0.20201298594474792,-1.1309832986799302,3.4828837261674925,-9.002071839328854
1350051495149995,1056787664,0.06993701681494713,-0.005140824941918254,0.0934978830628097,0.19024156033992767,-0.1947523057460785,0.2010636329650879,-1.0525357803422957,3.4738113071187398,-9.010659744529985
1350051495160005,1056797664,0.05404282710514963,-0.006146316445665434,0.09479584405198693,0.18999220430850983,-0.1947253942489624,0.20238097012043,-1.0395132719608955,3.484495042954804,-9.04337470404338
1350051495170009,1056807664,0.023156922543421388,-0.007985467527760193,0.09074201225303113,0.1902955174446106,-0.19456520676612854,0.20338687300682068,-1.0531889150553615,3.5666829305642747,-9.06420377625618
1350051495180018,1056817664,0.03941369941458106,-0.004744828765979037,0.10409650858491659,0.1904277801513672,-0.19485042989253998,0.20280131697654724,-1.0717676921573,3.7068958038394335,-9.068043354419059
1350051495190028,1056827664,0.06419438868761063,0.020364329975564033,0.10651962365955114,0.18982823193073273,-0.19486281275749207,0.20299886167049408,-1.110412009753636,3.712909757766174,-9.098405613326467
1350051495200025,1056837664,0.0817656284198165,0.028331248904578388,0.07858980679884553,0.1899595558643341,-0.19502000510692596,0.20276965200901031,-1.0928108226793118,3.685302743250504,-9.068569424119778
1350051495210027,1056847664,0.08774836314842105,0.02732005959842354,0.06794891087338328,0.18971006572246552,-0.19520814716815948,0.20325163006782532,-1.0516199532721657,3.6087379105540456,-9.050932389413937
1350051495220037,1056857664,0.08618480642326176,0.026593267102725804,0.0595160701777786,0.18927499651908875,-0.19512560963630676,0.202740877866745,-1.0036952090327393,3.5519006916345095,-9.048447258067316
1350051495230017,1056867664,0.07227120222523808,0.006761079566786066,0.02760047500487417,0.1895153969526291,-0.19500885903835297,0.20446373522281647,-0.975220773165929,3.4740595005929933,-9.041421122290194
